57528,COLOME,SD,TRIPP
57529,DALLAS,SD,GREGORY
57531,DRAPER,SD,JONES
57532,FORT PIERRE,SD,STANLEY
57533,GREGORY,SD,GREGORY
57536,HARROLD,SD,HUGHES
57537,HAYES,SD,STANLEY
57538,HERRICK,SD,GREGORY
57540,HOLABIRD,SD,HYDE
57543,KADOKA,SD,JACKSON
57544,KENNEBEC,SD,LYMAN
57547,LONG VALLEY,SD,JACKSON
57548,LOWER BRULE,SD,LYMAN
57551,MARTIN,SD,BENNETT
57552,MIDLAND,SD,HAAKON
57553,MILESVILLE,SD,HAAKON
57555,MISSION,SD,TODD
57559,MURDO,SD,JONES
57560,NORRIS,SD,MELLETTE
57562,OKATON,SD,JONES
57564,ONIDA,SD,SULLY
57567,PHILIP,SD,HAAKON
57568,PRESHO,SD,LYMAN
57569,RELIANCE,SD,LYMAN
57570,ROSEBUD,SD,TODD
57572,SAINT FRANCIS,SD,TODD
57574,TUTHILL,SD,BENNETT
57576,VIVIAN,SD,LYMAN
57577,WANBLEE,SD,JACKSON
57579,WHITE RIVER,SD,MELLETTE
57580,WINNER,SD,TRIPP
57584,WITTEN,SD,TRIPP
57585,WOOD,SD,MELLETTE
57601,MOBRIDGE,SD,WALWORTH
57620,BISON,SD,PERKINS
57621,BULLHEAD,SD,CORSON
57623,DUPREE,SD,ZIEBACH
57625,EAGLE BUTTE,SD,DEWEY
57626,FAITH,SD,MEADE
57630,GLENCROSS,SD,DEWEY
57631,GLENHAM,SD,WALWORTH
57632,HERREID,SD,CAMPBELL
57633,ISABEL,SD,DEWEY
57638,LEMMON,SD,PERKINS
57639,LITTLE EAGLE,SD,CORSON
57640,LODGEPOLE,SD,PERKINS
57641,MC INTOSH,SD,CORSON
57642,MC LAUGHLIN,SD,CORSON
57644,MEADOW,SD,PERKINS
57645,MORRISTOWN,SD,CORSON
57646,MOUND CITY,SD,CAMPBELL
57648,POLLOCK,SD,CAMPBELL
57649,PRAIRIE CITY,SD,PERKINS
57651,REVA,SD,HARDING
57656,TIMBER LAKE,SD,DEWEY
57657,TRAIL CITY,SD,CORSON
57660,WATAUGA,SD,CORSON
57701,RAPID CITY,SD,PENNINGTON
57702,RAPID CITY,SD,PENNINGTON
57703,RAPID CITY,SD,PENNINGTON
57706,ELLSWORTH AFB,SD,MEADE
57709,RAPID CITY,SD,PENNINGTON
57714,ALLEN,SD,BENNETT
57716,BATESLAND,SD,SHANNON
57717,BELLE FOURCHE,SD,BUTTE
57718,BLACK HAWK,SD,MEADE
57719,BOX ELDER,SD,PENNINGTON
57720,BUFFALO,SD,HARDING
57722,BUFFALO GAP,SD,CUSTER
57724,CAMP CROOK,SD,HARDING
57725,CAPUTA,SD,PENNINGTON
57730,CUSTER,SD,CUSTER
57732,DEADWOOD,SD,LAWRENCE
57735,EDGEMONT,SD,FALL RIVER
57737,ENNING,SD,MEADE
57738,FAIRBURN,SD,CUSTER
57741,FORT MEADE,SD,MEADE
57744,HERMOSA,SD,CUSTER
57745,HILL CITY,SD,PENNINGTON
57747,HOT SPRINGS,SD,FALL RIVER
57748,HOWES,SD,MEADE
57750,INTERIOR,SD,JACKSON
57751,KEYSTONE,SD,PENNINGTON
57752,KYLE,SD,SHANNON
57754,LEAD,SD,LAWRENCE
57755,LUDLOW,SD,HARDING
57756,MANDERSON,SD,SHANNON
57758,MUD BUTTE,SD,MEADE
57759,NEMO,SD,LAWRENCE
57760,NEWELL,SD,BUTTE
57761,NEW UNDERWOOD,SD,PENNINGTON
57762,NISLAND,SD,BUTTE
57763,OELRICHS,SD,FALL RIVER
57764,OGLALA,SD,SHANNON
57766,ORAL,SD,FALL RIVER
57767,OWANKA,SD,PENNINGTON
57769,PIEDMONT,SD,MEADE
57770,PINE RIDGE,SD,SHANNON
57772,PORCUPINE,SD,SHANNON
57773,PRINGLE,SD,CUSTER
57775,QUINN,SD,PENNINGTON
57779,SAINT ONGE,SD,LAWRENCE
57780,SCENIC,SD,PENNINGTON
57783,SPEARFISH,SD,LAWRENCE
57785,STURGIS,SD,MEADE
57787,UNION CENTER,SD,MEADE
57788,VALE,SD,BUTTE
57790,WALL,SD,PENNINGTON
57791,WASTA,SD,PENNINGTON
57792,WHITE OWL,SD,MEADE
57793,WHITEWOOD,SD,LAWRENCE
57799,SPEARFISH,SD,LAWRENCE
63662,PATTON,MO,BOLLINGER
63701,CAPE GIRARDEAU,MO,CAPE GIRARDEAU
63702,CAPE GIRARDEAU,MO,CAPE GIRARDEAU
63703,CAPE GIRARDEAU,MO,CAPE GIRARDEAU
63730,ADVANCE,MO,STODDARD
63732,ALTENBURG,MO,CAPE GIRARDEAU
63735,BELL CITY,MO,STODDARD
63736,BENTON,MO,SCOTT
63739,BURFORDVILLE,MO,CAPE GIRARDEAU
63740,CHAFFEE,MO,SCOTT
63742,COMMERCE,MO,SCOTT
63743,DAISY,MO,CAPE GIRARDEAU
63744,DELTA,MO,CAPE GIRARDEAU
63745,DUTCHTOWN,MO,CAPE GIRARDEAU
63747,FRIEDHEIM,MO,CAPE GIRARDEAU
63751,GLENALLEN,MO,BOLLINGER
63752,GORDONVILLE,MO,CAPE GIRARDEAU
63755,JACKSON,MO,CAPE GIRARDEAU
63758,KELSO,MO,SCOTT
63760,LEOPOLD,MO,BOLLINGER
63764,MARBLE HILL,MO,BOLLINGER
63766,MILLERSVILLE,MO,CAPE GIRARDEAU
63767,MORLEY,MO,SCOTT
63769,OAK RIDGE,MO,CAPE GIRARDEAU
63770,OLD APPLETON,MO,CAPE GIRARDEAU
63771,ORAN,MO,SCOTT
63774,PERKINS,MO,SCOTT
63779,POCAHONTAS,MO,CAPE GIRARDEAU
63780,SCOTT CITY,MO,SCOTT
63781,SEDGEWICKVILLE,MO,BOLLINGER
63782,STURDIVANT,MO,BOLLINGER
63784,VANDUSER,MO,SCOTT
63785,WHITEWATER,MO,CAPE GIRARDEAU
63787,ZALMA,MO,BOLLINGER
63801,SIKESTON,MO,SCOTT
63820,ANNISTON,MO,MISSISSIPPI
63821,ARBYRD,MO,DUNKLIN
63822,BERNIE,MO,STODDARD
63823,BERTRAND,MO,MISSISSIPPI
63825,BLOOMFIELD,MO,STODDARD
63826,BRAGGADOCIO,MO,PEMISCOT
63827,BRAGG CITY,MO,PEMISCOT
63828,CANALOU,MO,NEW MADRID
63829,CARDWELL,MO,DUNKLIN
63830,CARUTHERSVILLE,MO,PEMISCOT
63833,CATRON,MO,NEW MADRID
63834,CHARLESTON,MO,MISSISSIPPI
63837,CLARKTON,MO,DUNKLIN
63839,COOTER,MO,PEMISCOT
63840,DEERING,MO,PEMISCOT
63841,DEXTER,MO,STODDARD
63845,EAST PRAIRIE,MO,MISSISSIPPI
63846,ESSEX,MO,STODDARD
63848,GIDEON,MO,NEW MADRID
63849,GOBLER,MO,PEMISCOT
63851,HAYTI,MO,PEMISCOT
63852,HOLCOMB,MO,DUNKLIN
63853,HOLLAND,MO,PEMISCOT
63855,HORNERSVILLE,MO,DUNKLIN
63857,KENNETT,MO,DUNKLIN
63860,KEWANEE,MO,NEW MADRID
63862,LILBOURN,MO,NEW MADRID
63863,MALDEN,MO,DUNKLIN
63866,MARSTON,MO,NEW MADRID
63867,MATTHEWS,MO,NEW MADRID
63868,MOREHOUSE,MO,NEW MADRID
63869,NEW MADRID,MO,NEW MADRID
63870,PARMA,MO,NEW MADRID
63873,PORTAGEVILLE,MO,NEW MADRID
63874,RISCO,MO,NEW MADRID
63876,SENATH,MO,DUNKLIN
63877,STEELE,MO,PEMISCOT
63878,TALLAPOOSA,MO,NEW MADRID
63879,WARDELL,MO,PEMISCOT
63880,WHITEOAK,MO,DUNKLIN
63882,WYATT,MO,MISSISSIPPI
63901,POPLAR BLUFF,MO,BUTLER
63902,POPLAR BLUFF,MO,BUTLER
63932,BROSELEY,MO,BUTLER
63933,CAMPBELL,MO,DUNKLIN
63934,CLUBB,MO,WAYNE
63935,DONIPHAN,MO,RIPLEY
63936,DUDLEY,MO,STODDARD
63937,ELLSINORE,MO,CARTER
63938,FAGUS,MO,BUTLER
63939,FAIRDEALING,MO,RIPLEY
63940,FISK,MO,BUTLER
63941,FREMONT,MO,CARTER
63942,GATEWOOD,MO,RIPLEY
63943,GRANDIN,MO,CARTER
63944,GREENVILLE,MO,WAYNE
63945,HARVIELL,MO,BUTLER
63950,LODI,MO,WAYNE
63951,LOWNDES,MO,WAYNE
63952,MILL SPRING,MO,WAYNE
63953,NAYLOR,MO,RIPLEY
63954,NEELYVILLE,MO,BUTLER
63955,OXLY,MO,RIPLEY
63956,PATTERSON,MO,WAYNE
63957,PIEDMONT,MO,WAYNE
63960,PUXICO,MO,STODDARD
63961,QULIN,MO,BUTLER
63964,SILVA,MO,WAYNE
63965,VAN BUREN,MO,CARTER
63966,WAPPAPELLO,MO,WAYNE
63967,WILLIAMSVILLE,MO,WAYNE
64001,ALMA,MO,LAFAYETTE
64011,BATES CITY,MO,LAFAYETTE
64012,BELTON,MO,CASS
64013,BLUE SPRINGS,MO,JACKSON
64014,BLUE SPRINGS,MO,JACKSON
64015,BLUE SPRINGS,MO,JACKSON
64016,BUCKNER,MO,JACKSON
64017,CAMDEN,MO,RAY
64018,CAMDEN POINT,MO,PLATTE
64019,CENTERVIEW,MO,JOHNSON
64020,CONCORDIA,MO,LAFAYETTE
64021,CORDER,MO,LAFAYETTE
64022,DOVER,MO,LAFAYETTE
64028,FARLEY,MO,PLATTE
64029,GRAIN VALLEY,MO,JACKSON
64030,GRANDVIEW,MO,JACKSON
64034,GREENWOOD,MO,JACKSON
64035,HARDIN,MO,RAY
64036,HENRIETTA,MO,RAY
64037,HIGGINSVILLE,MO,LAFAYETTE
64040,HOLDEN,MO,JOHNSON
64050,INDEPENDENCE,MO,JACKSON
64051,INDEPENDENCE,MO,JACKSON
64052,INDEPENDENCE,MO,JACKSON
64053,INDEPENDENCE,MO,JACKSON
64054,INDEPENDENCE,MO,JACKSON
64055,INDEPENDENCE,MO,JACKSON
64056,INDEPENDENCE,MO,JACKSON
64057,INDEPENDENCE,MO,JACKSON
64058,INDEPENDENCE,MO,JACKSON
64061,KINGSVILLE,MO,JOHNSON
64062,LAWSON,MO,RAY
64063,LEES SUMMIT,MO,JACKSON
64064,LEES SUMMIT,MO,JACKSON
64065,LEES SUMMIT,MO,JACKSON
64066,LEVASY,MO,JACKSON
64067,LEXINGTON,MO,LAFAYETTE
64070,LONE JACK,MO,JACKSON
64071,MAYVIEW,MO,LAFAYETTE
64074,NAPOLEON,MO,LAFAYETTE
64075,OAK GROVE,MO,JACKSON
64076,ODESSA,MO,LAFAYETTE
64077,ORRICK,MO,RAY
64078,PECULIAR,MO,CASS
64079,PLATTE CITY,MO,PLATTE
64080,PLEASANT HILL,MO,CASS
64081,LEES SUMMIT,MO,JACKSON
64082,LEES SUMMIT,MO,JACKSON
64083,RAYMORE,MO,CASS
64084,RAYVILLE,MO,RAY
64085,RICHMOND,MO,RAY
64086,LEES SUMMIT,MO,JACKSON
64088,SIBLEY,MO,JACKSON
64090,STRASBURG,MO,CASS
64092,WALDRON,MO,PLATTE
64093,WARRENSBURG,MO,JOHNSON
64096,WAVERLY,MO,LAFAYETTE
64097,WELLINGTON,MO,LAFAYETTE
64098,WESTON,MO,PLATTE
64101,KANSAS CITY,MO,JACKSON
64102,KANSAS CITY,MO,JACKSON
64105,KANSAS CITY,MO,JACKSON
64106,KANSAS CITY,MO,JACKSON
64108,KANSAS CITY,MO,JACKSON
64109,KANSAS CITY,MO,JACKSON
64110,KANSAS CITY,MO,JACKSON
64111,KANSAS CITY,MO,JACKSON
64112,KANSAS CITY,MO,JACKSON
64113,KANSAS CITY,MO,JACKSON
64114,KANSAS CITY,MO,JACKSON
64120,KANSAS CITY,MO,JACKSON
64123,KANSAS CITY,MO,JACKSON
64124,KANSAS CITY,MO,JACKSON
64125,KANSAS CITY,MO,JACKSON
64126,KANSAS CITY,MO,JACKSON
64127,KANSAS CITY,MO,JACKSON
64128,KANSAS CITY,MO,JACKSON
64129,KANSAS CITY,MO,JACKSON
64130,KANSAS CITY,MO,JACKSON
64131,KANSAS CITY,MO,JACKSON
64132,KANSAS CITY,MO,JACKSON
64133,KANSAS CITY,MO,JACKSON
64134,KANSAS CITY,MO,JACKSON
64136,KANSAS CITY,MO,JACKSON
64137,KANSAS CITY,MO,JACKSON
64138,KANSAS CITY,MO,JACKSON
64139,KANSAS CITY,MO,JACKSON
64141,KANSAS CITY,MO,JACKSON
64145,KANSAS CITY,MO,JACKSON
64146,KANSAS CITY,MO,JACKSON
64147,KANSAS CITY,MO,JACKSON
64148,KANSAS CITY,MO,JACKSON
64149,KANSAS CITY,MO,JACKSON
64150,RIVERSIDE,MO,PLATTE
64151,KANSAS CITY,MO,PLATTE
64152,KANSAS CITY,MO,PLATTE
64153,KANSAS CITY,MO,PLATTE
64154,KANSAS CITY,MO,PLATTE
64163,KANSAS CITY,MO,PLATTE
64164,KANSAS CITY,MO,PLATTE
64168,KANSAS CITY,MO,PLATTE
64171,KANSAS CITY,MO,JACKSON
64190,KANSAS CITY,MO,PLATTE
64191,KANSAS CITY,MO,JACKSON
64195,KANSAS CITY,MO,PLATTE
64196,KANSAS CITY,MO,JACKSON
64197,KANSAS CITY,MO,JACKSON
64198,KANSAS CITY,MO,JACKSON
64199,KANSAS CITY,MO,JACKSON
64402,ALBANY,MO,GENTRY
64420,ALLENDALE,MO,WORTH
64421,AMAZONIA,MO,ANDREW
64422,AMITY,MO,DEKALB
64423,BARNARD,MO,NODAWAY
64424,BETHANY,MO,HARRISON
64426,BLYTHEDALE,MO,HARRISON
64427,BOLCKOW,MO,ANDREW
64428,BURLINGTON JUNCTION,MO,NODAWAY
64429,CAMERON,MO,CLINTON
64430,CLARKSDALE,MO,DEKALB
64431,CLEARMONT,MO,NODAWAY
64432,CLYDE,MO,NODAWAY
64433,CONCEPTION,MO,NODAWAY
64434,CONCEPTION JUNCTION,MO,NODAWAY
64436,COSBY,MO,ANDREW
64437,CRAIG,MO,HOLT
64438,DARLINGTON,MO,GENTRY
64439,DEARBORN,MO,PLATTE
64441,DENVER,MO,WORTH
64442,EAGLEVILLE,MO,HARRISON
64444,EDGERTON,MO,PLATTE
64445,ELMO,MO,NODAWAY
64446,FAIRFAX,MO,ATCHISON
64449,FILLMORE,MO,ANDREW
64451,FOREST CITY,MO,HOLT
64453,GENTRY,MO,GENTRY
64454,GOWER,MO,CLINTON
64455,GRAHAM,MO,NODAWAY
64456,GRANT CITY,MO,WORTH
64457,GUILFORD,MO,NODAWAY
64458,HATFIELD,MO,HARRISON
64459,HELENA,MO,ANDREW
64461,HOPKINS,MO,NODAWAY
64463,KING CITY,MO,GENTRY
64465,LATHROP,MO,CLINTON
64466,MAITLAND,MO,HOLT
64468,MARYVILLE,MO,NODAWAY
64469,MAYSVILLE,MO,DEKALB
64470,MOUND CITY,MO,HOLT
64471,NEW HAMPTON,MO,HARRISON
64473,OREGON,MO,HOLT
64474,OSBORN,MO,DEKALB
64475,PARNELL,MO,NODAWAY
64476,PICKERING,MO,NODAWAY
64477,PLATTSBURG,MO,CLINTON
64479,RAVENWOOD,MO,NODAWAY
64480,REA,MO,ANDREW
64481,RIDGEWAY,MO,HARRISON
64482,ROCK PORT,MO,ATCHISON
64483,ROSENDALE,MO,ANDREW
64485,SAVANNAH,MO,ANDREW
64486,SHERIDAN,MO,WORTH
64487,SKIDMORE,MO,NODAWAY
64489,STANBERRY,MO,GENTRY
64490,STEWARTSVILLE,MO,DEKALB
64491,TARKIO,MO,ATCHISON
64492,TRIMBLE,MO,CLINTON
64493,TURNEY,MO,CLINTON
64494,UNION STAR,MO,DEKALB
64496,WATSON,MO,ATCHISON
64497,WEATHERBY,MO,DEKALB
64498,WESTBORO,MO,ATCHISON
64601,CHILLICOTHE,MO,LIVINGSTON
64620,ALTAMONT,MO,DAVIESS
64622,BOGARD,MO,CARROLL
64623,BOSWORTH,MO,CARROLL
64624,BRAYMER,MO,CALDWELL
64625,BRECKENRIDGE,MO,CALDWELL
64632,CAINSVILLE,MO,HARRISON
64633,CARROLLTON,MO,CARROLL
64635,CHULA,MO,LIVINGSTON
64637,COWGILL,MO,CALDWELL
64638,DAWN,MO,LIVINGSTON
64639,DE WITT,MO,CARROLL
64640,GALLATIN,MO,DAVIESS
64641,GALT,MO,GRUNDY
64642,GILMAN CITY,MO,HARRISON
64643,HALE,MO,CARROLL
64644,HAMILTON,MO,CALDWELL
64647,JAMESON,MO,DAVIESS
64648,JAMESPORT,MO,DAVIESS
64649,KIDDER,MO,CALDWELL
64650,KINGSTON,MO,CALDWELL
64652,LAREDO,MO,GRUNDY
64656,LUDLOW,MO,LIVINGSTON
64657,MC FALL,MO,GENTRY
64661,MERCER,MO,MERCER
64664,MOORESVILLE,MO,LIVINGSTON
64668,NORBORNE,MO,CARROLL
64670,PATTONSBURG,MO,DAVIESS
64671,POLO,MO,CALDWELL
64673,PRINCETON,MO,MERCER
64679,SPICKARD,MO,GRUNDY
64682,TINA,MO,CARROLL
64683,TRENTON,MO,GRUNDY
64688,WHEELING,MO,LIVINGSTON
64689,WINSTON,MO,DAVIESS
64701,HARRISONVILLE,MO,CASS
64720,ADRIAN,MO,BATES
64722,AMORET,MO,BATES
64723,AMSTERDAM,MO,BATES
64724,APPLETON CITY,MO,SAINT CLAIR
64725,ARCHIE,MO,CASS
64726,BLAIRSTOWN,MO,HENRY
64728,BRONAUGH,MO,VERNON
64730,BUTLER,MO,BATES
64733,CHILHOWEE,MO,JOHNSON
64734,CLEVELAND,MO,CASS
64735,CLINTON,MO,HENRY
64738,COLLINS,MO,SAINT CLAIR
64739,CREIGHTON,MO,HENRY
64740,DEEPWATER,MO,HENRY
64741,DEERFIELD,MO,VERNON
64742,DREXEL,MO,BATES
64743,EAST LYNNE,MO,CASS
64744,EL DORADO SPRINGS,MO,CEDAR
64745,FOSTER,MO,BATES
64746,FREEMAN,MO,CASS
64747,GARDEN CITY,MO,CASS
64748,GOLDEN CITY,MO,BARTON
64750,HARWOOD,MO,VERNON
64752,HUME,MO,BATES
64755,JASPER,MO,JASPER
64756,JERICO SPRINGS,MO,CEDAR
64759,LAMAR,MO,BARTON
64761,LEETON,MO,JOHNSON
64762,LIBERAL,MO,BARTON
64763,LOWRY CITY,MO,SAINT CLAIR
64765,METZ,MO,VERNON
64766,MILFORD,MO,BARTON
64767,MILO,MO,VERNON
64769,MINDENMINES,MO,BARTON
64770,MONTROSE,MO,HENRY
64771,MOUNDVILLE,MO,VERNON
64772,NEVADA,MO,VERNON
64776,OSCEOLA,MO,SAINT CLAIR
64778,RICHARDS,MO,VERNON
64779,RICH HILL,MO,BATES
64780,ROCKVILLE,MO,BATES
64781,ROSCOE,MO,SAINT CLAIR
64783,SCHELL CITY,MO,VERNON
64784,SHELDON,MO,VERNON
64788,URICH,MO,HENRY
64790,WALKER,MO,VERNON
64801,JOPLIN,MO,JASPER
64802,JOPLIN,MO,JASPER
64803,JOPLIN,MO,JASPER
64804,JOPLIN,MO,JASPER
64830,ALBA,MO,JASPER
64831,ANDERSON,MO,MCDONALD
64832,ASBURY,MO,BARTON
64833,AVILLA,MO,JASPER
64834,CARL JUNCTION,MO,JASPER
64835,CARTERVILLE,MO,JASPER
64836,CARTHAGE,MO,JASPER
64840,DIAMOND,MO,NEWTON
64841,DUENWEG,MO,JASPER
64842,FAIRVIEW,MO,NEWTON
64843,GOODMAN,MO,MCDONALD
64844,GRANBY,MO,NEWTON
64847,LANAGAN,MO,MCDONALD
64848,LA RUSSELL,MO,LAWRENCE
64850,NEOSHO,MO,NEWTON
64854,NOEL,MO,MCDONALD
64855,ORONOGO,MO,JASPER
64856,PINEVILLE,MO,MCDONALD
64857,PURCELL,MO,JASPER
64858,RACINE,MO,NEWTON
64859,REEDS,MO,JASPER
64861,ROCKY COMFORT,MO,MCDONALD
64862,SARCOXIE,MO,JASPER
64863,SOUTH WEST CITY,MO,MCDONALD
64864,SAGINAW,MO,NEWTON
64865,SENECA,MO,NEWTON
64866,STARK CITY,MO,NEWTON
64867,STELLA,MO,NEWTON
64868,TIFF CITY,MO,MCDONALD
64870,WEBB CITY,MO,JASPER
64873,WENTWORTH,MO,LAWRENCE
64874,WHEATON,MO,BARRY
64999,KANSAS CITY,MO,JACKSON
65301,SEDALIA,MO,PETTIS
65302,SEDALIA,MO,PETTIS
65305,WHITEMAN AIR FORCE BASE,MO,JOHNSON
